#geneid	family	symbol	taxid	contig	orient	start	end
5877	0	RABIF	9606	NC_000001.9	+	201114707	201124885
5906	49454	RAP1A	9606	NC_000001.9	+	111963927	112057623
5909	52965	RAP1GAP	9606	NC_000001.9	+	21795301	21868385
5928	49583	RBBP4	9606	NC_000001.9	+	32889410	32918840
5929	0	RBBP5	9606	NC_000001.9	+	203322601	203357753
5972	49202	REN	9606	NC_000001.9	+	202390570	202402087
5993	49872	RFX5	9606	NC_000001.9	+	149579739	149586392
5996	0	RGS1	9606	NC_000001.9	+	190811479	190815781
5997	0	RGS2	9606	NC_000001.9	+	191044793	191048025
5999	49591	RGS4	9606	NC_000001.9	+	161305774	161313003
6000	49592	RGS7	9606	NC_000001.9	+	239005493	239587100
6003	49591	RGS13	9606	NC_000001.9	+	190871904	190896012
6004	49591	RGS16	9606	NC_000001.9	+	180834380	180840165
6006	0	RHCE	9606	NC_000001.9	+	25561326	25619949
6007	49596	RHD	9606	NC_000001.9	+	25471567	25529522
6016	49454	RIT1	9606	NC_000001.9	+	154134224	154147800
6018	0	RLF	9606	NC_000001.9	+	40399647	40479177
6041	0	RNASEL	9606	NC_000001.9	+	180809394	180822730
6045	50351	RNF2	9606	NC_000001.9	+	183281173	183338362
6051	52517	RNPEP	9606	NC_000001.9	+	200218388	200241897
6080	0	SNORA73A	9606	NC_000001.9	+	28706463	28706669
6083	0	SNORD21	9606	NC_000001.9	+	93075433	93075527
6097	49603	RORC	9606	NC_000001.9	+	150045170	150070971
6118	49604	RPA2	9606	NC_000001.9	+	28090635	28113822
6121	49605	RPE65	9606	NC_000001.9	+	68667094	68688229
6125	51197	RPL5	9606	NC_000001.9	+	93070181	93080068
6135	0	RPL11	9606	NC_000001.9	+	23890880	23895501
6146	53972	RPL22	9606	NC_000001.9	+	6167666	6182265
6195	49638	RPS6KA1	9606	NC_000001.9	+	26728835	26774106
6202	49641	RPS8	9606	NC_000001.9	+	45013832	45016998
6232	49632	RPS27	9606	NC_000001.9	+	152229852	152231249
6248	0	RSC1A1	9606	NC_000001.9	+	15858950	15860803
6258	49644	RXRG	9606	NC_000001.9	+	163636973	163681053
6262	49645	RYR2	9606	NC_000001.9	+	235272324	236063275
6271	49646	S100A1	9606	NC_000001.9	+	151867496	151871136
6272	0	SORT1	9606	NC_000001.9	+	109653714	109742085
6273	49646	S100A2	9606	NC_000001.9	+	151800207	151804929
6274	49646	S100A3	9606	NC_000001.9	+	151786432	151788357
6275	49646	S100A4	9606	NC_000001.9	+	151782721	151784905
6276	49646	S100A5	9606	NC_000001.9	+	151776246	151780864
6277	49646	S100A6	9606	NC_000001.9	+	151773699	151775340
6278	49647	S100A7	9606	NC_000001.9	+	151696844	151699760
6279	49646	S100A8	9606	NC_000001.9	+	151629131	151630172
6280	49646	S100A9	9606	NC_000001.9	+	151596953	151600122
6281	49646	S100A10	9606	NC_000001.9	+	150222017	150243039
6282	49646	S100A11	9606	NC_000001.9	+	150271605	150276134
6283	49646	S100A12	9606	NC_000001.9	+	151612807	151614698
6284	49646	S100A13	9606	NC_000001.9	+	151857898	151873191
6301	0	SARS	9606	NC_000001.9	+	109558062	109582307
6339	0	SCNN1D	9606	NC_000001.9	+	1207438	1217271
6342	52994	SCP2	9606	NC_000001.9	+	53165535	53289869
6375	49659	XCL1	9606	NC_000001.9	+	166812479	166817938
6390	0	SDHB	9606	NC_000001.9	+	17217839	17253232
6391	53207	SDHC	9606	NC_000001.9	+	159550789	159601164
6401	0	SELE	9606	NC_000001.9	+	167958405	167969802
6402	0	SELL	9606	NC_000001.9	+	167926431	167947350
6403	0	SELP	9606	NC_000001.9	+	167824713	167866030
6421	0	SFPQ	9606	NC_000001.9	+	35421787	35431321
6429	0	SFRS4	9606	NC_000001.9	+	29346945	29380947
6464	52235	SHC1	9606	NC_000001.9	+	153201397	153213463
6487	50257	ST3GAL3	9606	NC_000001.9	+	43945804	44169417
6491	0	STIL	9606	NC_000001.9	+	47488435	47552403
6497	0	SKI	9606	NC_000001.9	+	2149993	2229315
6504	0	SLAMF1	9606	NC_000001.9	+	158846512	158883492
6512	50066	SLC1A7	9606	NC_000001.9	+	53325442	53380836
6513	49682	SLC2A1	9606	NC_000001.9	+	43164101	43197087
6518	49682	SLC2A5	9606	NC_000001.9	+	9019593	9052256
6536	49686	SLC6A9	9606	NC_000001.9	+	44234741	44269720
6548	50385	SLC9A1	9606	NC_000001.9	+	27297893	27353989
6566	50018	SLC16A1	9606	NC_000001.9	+	113256376	113300327
6635	49693	SNRPE	9606	NC_000001.9	+	202097362	202106902
6646	0	SOAT1	9606	NC_000001.9	+	177529639	177591075
6675	0	UAP1	9606	NC_000001.9	+	160797946	160836250
6698	0	SPRR1A	9606	NC_000001.9	+	151223180	151224913
6699	0	SPRR1B	9606	NC_000001.9	+	151270302	151271999
6700	0	SPRR2A	9606	NC_000001.9	+	151295219	151296611
6701	0	SPRR2B	9606	NC_000001.9	+	151309340	151310707
6702	0	SPRR2C	9606	NC_000001.9	+	151379230	151380676
6703	0	SPRR2D	9606	NC_000001.9	+	151278832	151281027
6704	0	SPRR2E	9606	NC_000001.9	+	151332234	151333624
6705	0	SPRR2F	9606	NC_000001.9	+	151351235	151352612
6706	0	SPRR2G	9606	NC_000001.9	+	151388681	151389960
6707	0	SPRR3	9606	NC_000001.9	+	151240848	151242955
6708	49699	SPTA1	9606	NC_000001.9	+	156847119	156923111
6723	0	SRM	9606	NC_000001.9	+	11037235	11042677
6726	49703	SRP9	9606	NC_000001.9	+	224032153	224044786
6738	0	TROVE2	9606	NC_000001.9	+	191295786	191321737
6746	49704	SSR2	9606	NC_000001.9	+	154245463	154257350
6791	0	STK6P	9606	NC_000001.9	+	218506143	218507679
6814	49712	STXBP3	9606	NC_000001.9	+	109090833	109092374
6846	49659	XCL2	9606	NC_000001.9	+	166776626	166779845
6847	0	SYCP1	9606	NC_000001.9	+	115198977	115339513
6883	0	TAF12	9606	NC_000001.9	+	28802199	28842171
6884	0	TAF13	9606	NC_000001.9	+	109408520	109420146
6886	0	TAL1	9606	NC_000001.9	+	47454550	47468029
6894	0	TARBP1	9606	NC_000001.9	+	232593681	232681471
6900	50068	CNTN2	9606	NC_000001.9	+	203278962	203313760
6905	0	TBCE	9606	NC_000001.9	+	233597393	233678902
6913	0	TBX15	9606	NC_000001.9	+	119227188	119333701
6920	49725	TCEA3	9606	NC_000001.9	+	23580141	23623847
6924	49726	TCEB3	9606	NC_000001.9	+	23942548	23958973
6944	0	VPS72	9606	NC_000001.9	+	149415557	149429263
7042	49732	TGFB2	9606	NC_000001.9	+	216586490	216681595
7044	50820	LEFTY2	9606	NC_000001.9	+	224190925	224195542
7049	0	TGFBR3	9606	NC_000001.9	+	91920574	92124242
7059	50363	THBS3	9606	NC_000001.9	+	153432002	153444313
7062	0	TCHH	9606	NC_000001.9	+	150345422	150353179
7075	50111	TIE1	9606	NC_000001.9	+	43539250	43561365
7100	0	TLR5	9606	NC_000001.9	+	221350269	221383246
7107	0	GPR137B	9606	NC_000001.9	+	234372496	234438828
7115	0	TMSL1	9606	NC_000001.9	+	42738125	42738671
7133	0	TNFRSF1B	9606	NC_000001.9	+	12149646	12191863
7135	49749	TNNI1	9606	NC_000001.9	+	199639517	199657496
7139	50320	TNNT2	9606	NC_000001.9	+	199594764	199613427
7143	50296	TNR	9606	NC_000001.9	+	173558557	173642553
7151	0	TOP1P1	9606	NC_000001.9	+	169574658	169577088
7159	50113	TP53BP2	9606	NC_000001.9	+	222034412	222100254
7161	50114	TP73	9606	NC_000001.9	+	3558988	3639715
7170	49752	TPM3	9606	NC_000001.9	+	152395463	152431200
7175	0	TPR	9606	NC_000001.9	+	184549580	184611079
7188	50893	TRAF5	9606	NC_000001.9	+	209566579	209614910
7203	49138	CCT3	9606	NC_000001.9	+	154545375	154574818
7252	49154	TSHB	9606	NC_000001.9	+	115373937	115378463
7257	0	TSNAX	9606	NC_000001.9	+	229731021	229768892
7268	0	TTC4	9606	NC_000001.9	+	54954143	54980568
7286	0	TUFT1	9606	NC_000001.9	+	149779404	149822682
7292	0	TNFSF4	9606	NC_000001.9	+	171419492	171443093
7293	0	TNFRSF4	9606	NC_000001.9	+	1136568	1139374
7371	51103	UCK2	9606	NC_000001.9	+	164063513	164143966
7388	53220	UQCRH	9606	NC_000001.9	+	46541966	46555034
7389	0	UROD	9606	NC_000001.9	+	45250416	45253927
7391	49775	USF1	9606	NC_000001.9	+	159275664	159282380
7398	52201	USP1	9606	NC_000001.9	+	62674562	62690062
7399	0	USH2A	9606	NC_000001.9	+	213862858	214663360
7412	49777	VCAM1	9606	NC_000001.9	+	100957884	100977188
7482	49784	WNT2B	9606	NC_000001.9	+	112811562	112865427
7483	49784	WNT9A	9606	NC_000001.9	+	226175319	226202221
7579	52187	ZSCAN20	9606	NC_000001.9	+	33710845	33734581
7678	49788	ZNF124	9606	NC_000001.9	+	245385825	245401940
7709	0	ZBTB17	9606	NC_000001.9	+	16140950	16175100
7779	0	SLC30A1	9606	NC_000001.9	+	209815003	209818721
7780	51162	SLC30A2	9606	NC_000001.9	+	26237100	26245190
7798	0	LUZP1	9606	NC_000001.9	+	23284037	23367924
7799	0	PRDM2	9606	NC_000001.9	+	13903936	14024161
7802	0	DNALI1	9606	NC_000001.9	+	37795106	37805044
7804	49397	LRP8	9606	NC_000001.9	+	53483799	53566408
7805	0	LAPTM5	9606	NC_000001.9	+	30977902	31003253
7809	0	BSND	9606	NC_000001.9	+	55237204	55247052
7812	53000	CSDE1	9606	NC_000001.9	+	115061059	115102146
7813	51710	EVI5	9606	NC_000001.9	+	92746840	93030548
7818	49917	DAP3	9606	NC_000001.9	+	153925497	153974943
7827	0	NPHS2	9606	NC_000001.9	+	177786298	177811690
7832	49110	BTG2	9606	NC_000001.9	+	201541286	201545352
8073	49562	PTP4A2	9606	NC_000001.9	+	32146379	32176574
8289	0	ARID1A	9606	NC_000001.9	+	26895111	26981181
8290	49326	HIST3H3	9606	NC_000001.9	+	226679168	226679648
8317	0	CDC7	9606	NC_000001.9	+	91739031	91763901
8337	49323	HIST2H2AA3	9606	NC_000001.9	+	148080408	148080941
8338	49323	HIST2H2AC	9606	NC_000001.9	+	148125148	148125584
8349	49325	HIST2H2BE	9606	NC_000001.9	+	148122633	148124855
8370	0	HIST2H4A	9606	NC_000001.9	+	148070844	148071239
8394	49507	PIP5K1A	9606	NC_000001.9	+	149437695	149488628
8407	49722	TAGLN2	9606	NC_000001.9	+	158154526	158161907
8412	49095	BCAR3	9606	NC_000001.9	+	93799935	93919972
8416	49053	ANXA9	9606	NC_000001.9	+	149221177	149234733
8431	0	NR0B2	9606	NC_000001.9	+	27110565	27113046
8438	0	RAD54L	9606	NC_000001.9	+	46486003	46516731
8443	0	GNPAT	9606	NC_000001.9	+	229443598	229481351
8444	49230	DYRK3	9606	NC_000001.9	+	204875503	204889164
8458	0	TTF2	9606	NC_000001.9	+	117404471	117447014
8476	51287	CDC42BPA	9606	NC_000001.9	+	225246675	225572448
8490	49591	RGS5	9606	NC_000001.9	+	161378715	161439495
8497	0	PPFIA4	9606	NC_000001.9	+	201286933	201314486
8503	52246	PIK3R3	9606	NC_000001.9	+	46278398	46370900
8510	0	MMP23B	9606	NC_000001.9	+	1557422	1559892
8511	0	MMP23A	9606	NC_000001.9	+	1619120	1623109
8514	49379	KCNAB2	9606	NC_000001.9	+	6008966	6083109
8515	49368	ITGA10	9606	NC_000001.9	+	144236346	144255224
8543	49401	LMO4	9606	NC_000001.9	+	87566738	87583850
8547	50670	FCN3	9606	NC_000001.9	+	27568187	27573901
8548	0	BLZF1	9606	NC_000001.9	+	167603817	167632405
8556	51251	CDC14A	9606	NC_000001.9	+	100590634	100758420
8560	49424	DEGS1	9606	NC_000001.9	+	222437550	222447765
8564	0	KMO	9606	NC_000001.9	+	239762329	239825565
8565	0	YARS	9606	NC_000001.9	+	33013426	33056219
8569	51630	MKNK1	9606	NC_000001.9	+	46795676	46842472
8574	52570	AKR7A2	9606	NC_000001.9	+	19503045	19511226
8613	49531	PPAP2B	9606	NC_000001.9	+	56733020	56817844
8634	0	RTCD1	9606	NC_000001.9	+	100504350	100529914
8643	0	PTCH2	9606	NC_000001.9	+	45060673	45081202
8659	51953	ALDH4A1	9606	NC_000001.9	+	19070512	19101658
8668	0	EIF3S2	9606	NC_000001.9	+	32460557	32469791
8672	50803	EIF4G3	9606	NC_000001.9	+	21005558	21250073
8674	0	VAMP4	9606	NC_000001.9	+	169938782	169977836
8682	0	PEA15	9606	NC_000001.9	+	158441748	158451785
8703	0	B4GALT3	9606	NC_000001.9	+	159407724	159413937
8704	49091	B4GALT2	9606	NC_000001.9	+	44217452	44229426
8707	0	B3GALT2	9606	NC_000001.9	+	191414798	191422346
8718	49745	TNFRSF25	9606	NC_000001.9	+	6443797	6448841
8751	49029	ADAM15	9606	NC_000001.9	+	153290385	153301875
8761	49365	PABPC4	9606	NC_000001.9	+	39799074	39815002
8764	0	TNFRSF14	9606	NC_000001.9	+	2479149	2486612
8784	50033	TNFRSF18	9606	NC_000001.9	+	1128750	1131951
8790	0	FPGT	9606	NC_000001.9	+	74436513	74445707
8799	49493	PEX11B	9606	NC_000001.9	+	144227739	144235087
8804	0	CREG1	9606	NC_000001.9	+	165776873	165789679
8832	49146	CD84	9606	NC_000001.9	+	158782418	158815888
8863	0	PER3	9606	NC_000001.9	+	7767349	7827823
8880	51346	FUBP1	9606	NC_000001.9	+	78186178	78217364
8891	0	EIF2B3	9606	NC_000001.9	+	45089036	45224868
8915	0	BCL10	9606	NC_000001.9	+	85504518	85516170
8934	49454	RAB7L1	9606	NC_000001.9	+	204004300	204010746
8991	0	SELENBP1	9606	NC_000001.9	+	149603403	149611787
8995	0	TNFSF18	9606	NC_000001.9	+	171277073	171286678
9015	0	TAF1A	9606	NC_000001.9	+	220798287	220829877
9019	0	MPZL1	9606	NC_000001.9	+	165957831	166026683
9047	0	SH2D2A	9606	NC_000001.9	+	155042658	155053225
9048	49074	ARTN	9606	NC_000001.9	+	44171578	44175470
9064	50193	MAP3K6	9606	NC_000001.9	+	27554256	27565923
9068	49812	ANGPTL1	9606	NC_000001.9	+	177085292	177106837
9077	49454	DIRAS3	9606	NC_000001.9	+	68284232	68289047
9095	49718	TBX19	9606	NC_000001.9	+	166516901	166550287
9103	49258	FCGR2C	9606	NC_000001.9	+	159817849	159845990
9122	0	SLC16A4	9606	NC_000001.9	+	110707027	110735158
9129	0	PRPF3	9606	NC_000001.9	+	148560641	148592294
9132	51964	KCNQ4	9606	NC_000001.9	+	41022270	41076946
9156	51408	EXO1	9606	NC_000001.9	+	240078157	240119670
9181	0	ARHGEF2	9606	NC_000001.9	+	154183268	154214574
9191	51210	DEDD	9606	NC_000001.9	+	159357390	159369101
9202	0	ZMYM4	9606	NC_000001.9	+	35507154	35660131
9204	0	ZMYM6	9606	NC_000001.9	+	35219720	35269924
9213	0	XPR1	9606	NC_000001.9	+	178867795	179122102
9214	0	FAIM3	9606	NC_000001.9	+	205144353	205161965
9249	50626	DHRS3	9606	NC_000001.9	+	12550525	12600406
9261	49982	MAPKAPK2	9606	NC_000001.9	+	204924911	204974248
9283	0	GPR37L1	9606	NC_000001.9	+	200358651	200365256
9293	50094	GPR52	9606	NC_000001.9	+	172683834	172685305
9295	0	SFRS11	9606	NC_000001.9	+	70443952	70490271
9341	0	VAMP3	9606	NC_000001.9	+	7753915	7764078
9372	52583	ZFYVE9	9606	NC_000001.9	+	52380633	52584945
9398	0	IGSF2	9606	NC_000001.9	+	117345956	117380561
9403	0	15-Sep	9606	NC_000001.9	+	87100715	87152694
9406	0	ZRANB2	9606	NC_000001.9	+	71301561	71319332
9410	50186	WDR57	9606	NC_000001.9	+	31505106	31542199
9411	0	ARHGAP29	9606	NC_000001.9	+	94410476	94475776
9447	49429	AIM2	9606	NC_000001.9	+	157298898	157313270
9453	49950	GGPS1	9606	NC_000001.9	+	233558375	233574469
9462	49990	RASAL2	9606	NC_000001.9	+	176330252	176710180
9473	0	C1orf38	9606	NC_000001.9	+	28071641	28085779
9507	50323	ADAMTS4	9606	NC_000001.9	+	159426161	159435467
9528	0	TMEM59	9606	NC_000001.9	+	54269936	54291698
9554	0	SEC22B	9606	NC_000001.9	+	143807763	143828278
9557	0	CHD1L	9606	NC_000001.9	+	145180957	145234066
9563	0	H6PD	9606	NC_000001.9	+	9217449	9253982
9580	0	SOX13	9606	NC_000001.9	+	202308868	202363493
9588	0	PRDX6	9606	NC_000001.9	+	171713108	171724568
9629	0	CLCA3	9606	NC_000001.9	+	86872546	86893646
9635	49164	CLCA2	9606	NC_000001.9	+	86662412	86694828
9636	0	ISG15	9606	NC_000001.9	+	938741	939781
9641	50443	IKBKE	9606	NC_000001.9	+	204710418	204736844
9651	0	PLCH2	9606	NC_000001.9	+	2397613	2426823
9653	0	HS2ST1	9606	NC_000001.9	+	87152949	87348251
9659	0	PDE4DIP	9606	NC_000001.9	+	143562782	143787379
9670	0	IPO13	9606	NC_000001.9	+	44185229	44206011
9672	53028	SDC3	9606	NC_000001.9	+	31118566	31166300
9673	0	SLC25A44	9606	NC_000001.9	+	154430522	154449210
9674	0	KIAA0040	9606	NC_000001.9	+	173392745	173428551
9682	51876	JMJD2A	9606	NC_000001.9	+	43888424	43943724
9696	0	CROCC	9606	NC_000001.9	+	17121031	17172046
9698	51062	PUM1	9606	NC_000001.9	+	31176939	31311150
9722	0	NOS1AP	9606	NC_000001.9	+	160306204	160604863
9725	50576	TMEM63A	9606	NC_000001.9	+	224099862	224136670
9731	0	KIAA0562	9606	NC_000001.9	+	3718512	3763610
9783	0	RIMS3	9606	NC_000001.9	+	40858938	40903914
9804	50489	TOMM20	9606	NC_000001.9	+	233339282	233358753
9813	0	KIAA0494	9606	NC_000001.9	+	46913419	46957322
9816	0	KIAA0133	9606	NC_000001.9	+	227828603	227862568
9826	50561	ARHGEF11	9606	NC_000001.9	+	155171255	155281785
9829	0	DNAJC6	9606	NC_000001.9	+	65503017	65654139
9857	0	CEP350	9606	NC_000001.9	+	178190746	178349137
9859	0	CEP170	9606	NC_000001.9	+	241354353	241455245
9860	50577	LRIG2	9606	NC_000001.9	+	113417353	113468864
9869	0	SETDB1	9606	NC_000001.9	+	149165511	149203836
9877	52867	ZC3H11A	9606	NC_000001.9	+	202035085	202089871
9887	52613	SMG7	9606	NC_000001.9	+	181708256	181789948
9890	51032	LPPR4	9606	NC_000001.9	+	99502487	99547727
9898	0	UBAP2L	9606	NC_000001.9	+	152460066	152509952
9900	50571	SV2A	9606	NC_000001.9	+	148141858	148156053
9903	49455	KLHL21	9606	NC_000001.9	+	6573370	6585515
9906	0	SLC35E2	9606	NC_000001.9	+	1653540	1667290
9909	54042	DENND4B	9606	NC_000001.9	+	152168600	152187090
9910	0	RABGAP1L	9606	NC_000001.9	+	172395256	173193949
9911	52966	TMCC2	9606	NC_000001.9	+	203463713	203509092
9917	0	FAM20B	9606	NC_000001.9	+	177261696	177312320
9923	0	ZBTB40	9606	NC_000001.9	+	22650936	22727566
9926	0	LPGAT1	9606	NC_000001.9	+	209984951	210070736
9927	50555	MFN2	9606	NC_000001.9	+	11962955	11996151
9928	0	KIF14	9606	NC_000001.9	+	198787929	198856484
9939	0	RBM8A	9606	NC_000001.9	+	144218994	144222800
9967	0	THRAP3	9606	NC_000001.9	+	36462633	36542743
9970	49580	NR1I3	9606	NC_000001.9	+	159466080	159474578
10000	49041	AKT3	9606	NC_000001.9	+	241718157	242073175
10022	0	INSL5	9606	NC_000001.9	+	67036011	67039526
10026	0	PIGK	9606	NC_000001.9	+	77329971	77457698
10067	50289	SCAMP3	9606	NC_000001.9	+	153492393	153498818
10076	51431	PTPRU	9606	NC_000001.9	+	29435610	29525898
10092	50115	ARPC5	9606	NC_000001.9	+	181861954	181871607
10100	49144	TSPAN2	9606	NC_000001.9	+	115392154	115433637
10103	0	TSPAN1	9606	NC_000001.9	+	46418798	46424216
10136	49063	ELA3A	9606	NC_000001.9	+	22200735	22211621
10158	0	PDZK1IP1	9606	NC_000001.9	+	47421847	47428357
10163	0	WASF2	9606	NC_000001.9	+	27604712	27689255
10207	52066	INADL	9606	NC_000001.9	+	61980736	62399194
10216	0	PRG4	9606	NC_000001.9	+	184532040	184550310
10218	0	ANGPTL7	9606	NC_000001.9	+	11171984	11178624
10223	0	GPA33	9606	NC_000001.9	+	165288705	165326491
10228	49710	STX6	9606	NC_000001.9	+	179208797	179258668
10236	0	HNRPR	9606	NC_000001.9	+	23508862	23543370
10250	0	SRRM1	9606	NC_000001.9	+	24842180	24872347
10256	0	CNKSR1	9606	NC_000001.9	+	26376589	26388961
10262	0	SF3B4	9606	NC_000001.9	+	148161834	148166325
10269	0	ZMPSTE24	9606	NC_000001.9	+	40496365	40532437
10277	0	UBE4B	9606	NC_000001.9	+	10015629	10163883
10286	0	BCAS2	9606	NC_000001.9	+	114911700	114925787
10327	49045	AKR1A1	9606	NC_000001.9	+	45789084	45808307
10352	0	WARS2	9606	NC_000001.9	+	119375361	119484809
10380	0	BPNT1	9606	NC_000001.9	+	218297448	218329806
10390	50182	CEPT1	9606	NC_000001.9	+	111483771	111529246
10401	50197	PIAS3	9606	NC_000001.9	+	144287388	144297902
10420	0	TESK2	9606	NC_000001.9	+	45582142	45729419
10440	50171	TIMM17A	9606	NC_000001.9	+	200191270	200206411
10446	52192	LRRN2	9606	NC_000001.9	+	202852923	202921219
10450	50199	PPIE	9606	NC_000001.9	+	39977116	40002172
10451	50451	VAV3	9606	NC_000001.9	+	107915309	108309060
10456	0	HAX1	9606	NC_000001.9	+	152511662	152514974
10459	0	MAD2L2	9606	NC_000001.9	+	11657123	11663779
10465	50265	PPIH	9606	NC_000001.9	+	42896634	42915015
10472	51484	ZNF238	9606	NC_000001.9	+	242281207	242287400
10485	0	C1orf61	9606	NC_000001.9	+	154640678	154665807
10487	50220	CAP1	9606	NC_000001.9	+	40279014	40310906
10489	0	LRRC41	9606	NC_000001.9	+	46516658	46541624
10500	0	SEMA6C	9606	NC_000001.9	+	149370784	149385727
10542	0	HBXIP	9606	NC_000001.9	+	110745397	110752068
10560	51040	SLC19A2	9606	NC_000001.9	+	167699790	167721864
10561	50302	IFI44	9606	NC_000001.9	+	78888103	78902344
10623	0	POLR3C	9606	NC_000001.9	+	144303961	144322240
10625	0	IVNS1ABP	9606	NC_000001.9	+	183532142	183553083
10628	50669	TXNIP	9606	NC_000001.9	+	144149938	144153881
10630	52962	PDPN	9606	NC_000001.9	+	13782838	13817038
10637	50820	LEFTY1	9606	NC_000001.9	+	224140604	224143458
10638	0	SPHAR	9606	NC_000001.9	+	227506903	227507870
10654	0	PMVK	9606	NC_000001.9	+	153163833	153176090
10657	0	KHDRBS1	9606	NC_000001.9	+	32252077	32282058
10691	51055	GMEB1	9606	NC_000001.9	+	28867830	28913984
10712	52414	C1orf2	9606	NC_000001.9	+	153483619	153491897
10717	0	AP4B1	9606	NC_000001.9	+	114239200	114249214
10726	0	NUDC	9606	NC_000001.9	+	27120810	27145473
10745	50283	PHTF1	9606	NC_000001.9	+	114041359	114102878
10747	0	MASP2	9606	NC_000001.9	+	11009166	11029871
10753	49127	CAPN9	9606	NC_000001.9	+	228949752	229004371
10763	0	NES	9606	NC_000001.9	+	154905178	154913812
10765	50894	JARID1B	9606	NC_000001.9	+	200963154	201044171
10768	50783	AHCYL1	9606	NC_000001.9	+	110328830	110366533
10772	50293	FUSIP1	9606	NC_000001.9	+	24165525	24179407
10806	0	SDCCAG8	9606	NC_000001.9	+	241486098	241729709
10877	50125	CFHR4	9606	NC_000001.9	+	195010570	195154385
10878	50125	CFHR3	9606	NC_000001.9	+	195010595	195029825
10885	0	WDR3	9606	NC_000001.9	+	118273913	118304571
10896	0	OCLM	9606	NC_000001.9	+	184636326	184637209
10899	0	JTB	9606	NC_000001.9	+	152213368	152217074
10903	0	MTMR11	9606	NC_000001.9	+	148167167	148174866
10905	50278	MAN1A2	9606	NC_000001.9	+	117711607	117869842
10911	50949	UTS2	9606	NC_000001.9	+	7830261	7836158
10946	0	SF3A3	9606	NC_000001.9	+	38195233	38228347
10962	0	MLLT11	9606	NC_000001.9	+	149298774	149307596
10964	50302	IFI44L	9606	NC_000001.9	+	78858740	78880656
10969	0	EBNA1BP2	9606	NC_000001.9	+	43402441	43410517
11000	0	SLC27A3	9606	NC_000001.9	+	152014391	152019256
11004	49974	KIF2C	9606	NC_000001.9	+	44978137	45006002
11009	0	IL24	9606	NC_000001.9	+	205137411	205144106
11022	0	TDRKH	9606	NC_000001.9	+	150010663	150029621
11079	0	RER1	9606	NC_000001.9	+	2313188	2325049
11080	49344	DNAJB4	9606	NC_000001.9	+	78243223	78255585
11085	49029	ADAM30	9606	NC_000001.9	+	120237678	120240635
11123	0	DSCR1L2	9606	NC_000001.9	+	24701973	24735014
11124	0	FAF1	9606	NC_000001.9	+	50679522	51198523
11126	0	CD160	9606	NC_000001.9	+	144407154	144426921
11146	0	GLMN	9606	NC_000001.9	+	92484542	92537153
11147	0	HHLA3	9606	NC_000001.9	+	70593080	70606293
11189	50273	TNRC4	9606	NC_000001.9	+	149941453	149955913
11204	0	MSTP7	9606	NC_000001.9	+	16959850	16960260
11209	0	MSTP2	9606	NC_000001.9	+	16845383	16845782
11218	0	DDX20	9606	NC_000001.9	+	112099776	112111721
11221	0	DUSP10	9606	NC_000001.9	+	219941388	219982083
11223	0	MSTP9	9606	NC_000001.9	+	16954187	16963561
11240	50415	PADI2	9606	NC_000001.9	+	17267839	17318516
11243	0	PMF1	9606	NC_000001.9	+	154449407	154476456
11266	0	DUSP12	9606	NC_000001.9	+	159986204	159993575
11311	0	VPS45	9606	NC_000001.9	+	148305965	148384128
11313	50232	LYPLA2	9606	NC_000001.9	+	23990232	23994615
11315	0	PARK7	9606	NC_000001.9	+	7944379	7967925
11330	49063	CTRC	9606	NC_000001.9	+	15637524	15645739
11332	52257	ACOT7	9606	NC_000001.9	+	6246918	6376412
22796	0	COG2	9606	NC_000001.9	+	228844880	228896350
22802	49164	CLCA4	9606	NC_000001.9	+	86785348	86819024
22823	50379	MTF2	9606	NC_000001.9	+	93317430	93375710
22826	0	DNAJC8	9606	NC_000001.9	+	28399654	28432121
22854	0	NTNG1	9606	NC_000001.9	+	107484267	107825997
